2
2
2
2
3
3
3
3
3
4
2
2
2
3
3
4
2
2
2
2
1
2
11
9
9
9
10
8
4
4
4
4
1
1
1
1
8
8
7
8
8
6
5
5
1
1
1
1
7
7
6
6
6
5
1
1
7
6
