Concept,UW-58 Colors,True Rating,Top50_Ball,Top50_Sector,Top50_Sector+Category,Photo50_Ball,Photo50_Sector,Photo50_Sector+Category,Cartoon50_Ball,Cartoon50_Sector,Cartoon50_Sector+Category,Lin et al
lemon,22,0.11125,0.180356656,0.156186495,0.154716458,0.223191788,0.160659192,0.161770643,0.134341162,0.152735652,0.146497267,0.000563908
lemon,23,0.055694444,0.177344223,0.144265617,0.142399461,0.18563652,0.145623375,0.146510903,0.193410583,0.158353746,0.156786794,0.004460663
lemon,24,0.068657407,0.186040242,0.144765501,0.146209364,0.20092757,0.148911814,0.157787684,0.209658271,0.162315439,0.162121038,0.003772419
lemon,25,0.108842593,0.204667158,0.1468167,0.147425414,0.228283008,0.152384188,0.160003832,0.214370803,0.166378097,0.164970427,0.005691783
lemon,26,0.152361111,0.195018417,0.15404441,0.149701935,0.244012974,0.154925872,0.16123334,0.142434271,0.21768654,0.196592738,0.005620956
lemon,27,0.157037037,0.182528908,0.153697524,0.156297289,0.222952629,0.152178577,0.154717494,0.132927613,0.213676278,0.23571323,9.49E-06
lemon,28,0.080092593,0.180931986,0.149558213,0.152333872,0.192568077,0.15716738,0.17281312,0.203078172,0.159068083,0.159369874,0.000647363
lemon,29,0.106759259,0.184404069,0.156497695,0.152705012,0.200302908,0.167943065,0.166093294,0.203313765,0.159946361,0.153126249,0.00014919
lemon,30,0.130324074,0.174881356,0.156954356,0.15292305,0.21867499,0.164763288,0.164095586,0.133971092,0.158341527,0.151742959,0.000891836
lemon,31,0.08912037,0.173379338,0.165455316,0.158283964,0.174792266,0.170414157,0.167322473,0.180005649,0.158598197,0.151767298,0.001595242
lemon,32,0.089212963,0.173330858,0.189673287,0.173675866,0.174457539,0.171099267,0.168297336,0.17627207,0.178778777,0.164779708,0.001651261
lemon,33,0.150925926,0.198739464,0.18912682,0.205691386,0.205087956,0.187770046,0.204600077,0.206921576,0.170979585,0.172700212,0.01734679
lemon,34,0.218240741,0.22953511,0.221451687,0.228141884,0.240875865,0.223022115,0.22841439,0.215670089,0.189918349,0.185482293,0.029696899
lemon,35,0.25287037,0.275679139,0.236142397,0.237838683,0.291012812,0.229474526,0.233624246,0.225160076,0.269062643,0.235037099,0.016105695
lemon,36,0.151944444,0.183397278,0.194093369,0.210343835,0.182294032,0.192195482,0.208274544,0.180244541,0.163005069,0.167652299,0.014878625
lemon,37,0.157222222,0.203617495,0.215145873,0.195616912,0.220766017,0.250977319,0.234982547,0.221837091,0.190902782,0.180698799,0.048404073
lemon,38,0.320833333,0.269710939,0.315548054,0.256333435,0.308313224,0.371226811,0.309117097,0.236917496,0.215612843,0.196624206,0.029619244
lemon,39,0.375648148,0.270727598,0.336987988,0.467634991,0.325142442,0.372680607,0.450734133,0.179391311,0.274699434,0.448288705,0.010478678
lemon,40,0.152685185,0.188850903,0.187340031,0.178302354,0.208502908,0.228972735,0.2212852,0.21075566,0.172426715,0.16875505,0.051087666
lemon,41,0.197407407,0.21638107,0.243111122,0.219440358,0.256895062,0.291246448,0.264266321,0.221074321,0.185057698,0.177417455,0.035710134
lemon,42,0.197824074,0.263634461,0.240233591,0.237458611,0.30384884,0.275698804,0.275226368,0.218430546,0.178596956,0.174730613,0.000736678
lemon,43,0.143796296,0.177761989,0.17682738,0.161160473,0.183685066,0.190880412,0.170455027,0.18233288,0.162469215,0.153601045,0.000620001
lemon,44,0.102731481,0.173401881,0.18000854,0.162523607,0.174469995,0.166577132,0.154706789,0.176608321,0.180960001,0.16536097,0.00059332
lemon,45,0.26212963,0.247661588,0.414924509,0.356783753,0.248523206,0.369130372,0.32425838,0.218000684,0.322057707,0.269653283,0.038605505
lemon,46,0.417962963,0.349531856,0.438647978,0.370352176,0.318870456,0.380607804,0.331051682,0.314251071,0.428683414,0.336210231,0.027122407
lemon,47,0.223333333,0.199600209,0.236903752,0.237668165,0.188474967,0.210897531,0.220382786,0.181412035,0.19441677,0.187944415,0.038628879
lemon,48,0.218842593,0.196186101,0.245974907,0.245114299,0.186276791,0.217336476,0.225511476,0.181452411,0.294410506,0.252546588,0.031474778
lemon,49,0.535462963,0.362316453,0.472415582,0.555427226,0.356774315,0.447486526,0.498868035,0.252075138,0.33714436,0.489862191,0.033984274
lemon,50,0.630138889,0.456522953,0.496218543,0.568173945,0.407870054,0.452615311,0.501005011,0.39678602,0.40553072,0.53274571,0.020980346
lemon,51,0.269166667,0.284343507,0.424424609,0.346122934,0.298743785,0.399996535,0.347958066,0.228567229,0.328518051,0.270352336,0.039397355
lemon,52,0.332685185,0.389838349,0.443108112,0.360298632,0.363198037,0.406081311,0.353388105,0.268096194,0.42613187,0.333189574,0.0151384
lemon,53,0.217268519,0.195865925,0.25656973,0.248609845,0.209943576,0.256944126,0.262284093,0.184312145,0.190192423,0.182867381,0.027312027
lemon,54,0.143657407,0.173720105,0.159415327,0.151564748,0.175453332,0.170228813,0.158421806,0.177342185,0.174025348,0.160854022,0.000668552
lemon,55,0.601435185,0.366092384,0.429360645,0.35665857,0.288511617,0.352750686,0.310638703,0.463571101,0.433555217,0.338926985,0.022988096
lemon,56,0.253101852,0.187671274,0.301205044,0.290087989,0.181792938,0.238044525,0.242141641,0.192807421,0.401993958,0.319119748,0.03257723
lemon,57,0.894444444,0.414055175,0.446703128,0.538402428,0.352487746,0.384364277,0.457622319,0.477981703,0.437696145,0.552726525,0.32617946
lemon,58,0.464953704,0.379653347,0.412307271,0.33475921,0.324107341,0.355973993,0.317949972,0.381154067,0.430555949,0.333499547,0.037416187
