Participant,Concept,Color,Rating
17,Raspberry,21,0
17,Raspberry,22,0
17,Raspberry,23,0
17,Raspberry,24,0
17,Raspberry,25,0.0175
17,Raspberry,26,0
17,Raspberry,27,0
17,Raspberry,28,0.9175
17,Raspberry,29,0.615
17,Raspberry,30,0.545
17,Raspberry,31,0.8475
17,Raspberry,32,0.7175
17,Raspberry,33,0
17,Raspberry,34,0
17,Raspberry,35,0.125
17,Raspberry,36,0
17,Raspberry,37,0
17,Raspberry,38,0.11
17,Raspberry,39,0
17,Raspberry,40,0
17,Raspberry,41,0
17,Raspberry,42,0.4225
17,Raspberry,43,0.86
17,Raspberry,44,0.79
17,Raspberry,45,0
17,Raspberry,46,0
17,Raspberry,47,0
17,Raspberry,48,0
17,Raspberry,49,0
17,Raspberry,50,0
17,Raspberry,51,0.0425
17,Raspberry,52,0
17,Raspberry,53,0.03
17,Raspberry,54,0.7475
17,Raspberry,55,0.0175
17,Raspberry,56,0
17,Raspberry,57,0.03
17,Raspberry,58,0
17,Blueberry,1,0
17,Blueberry,2,0
17,Blueberry,3,0.56
17,Blueberry,4,0
17,Blueberry,5,0.9125
17,Blueberry,6,0
17,Blueberry,7,0
17,Blueberry,8,0.8175
17,Blueberry,9,0.1975
17,Blueberry,10,0
17,Blueberry,11,0
17,Blueberry,12,0.6075
17,Blueberry,13,0.61
17,Blueberry,14,0.72
17,Blueberry,15,0
17,Blueberry,16,0
17,Blueberry,17,0
17,Blueberry,18,0.555
17,Blueberry,19,0.6775
17,Blueberry,20,0.78
17,Blueberry,21,0
17,Blueberry,22,0
17,Blueberry,23,0
17,Blueberry,24,0
17,Blueberry,25,0
17,Blueberry,26,0
17,Blueberry,27,0
17,Blueberry,28,0.865
17,Blueberry,29,0.0125
17,Blueberry,30,0.06
17,Blueberry,31,0
17,Blueberry,32,0
17,Blueberry,33,0
17,Blueberry,34,0
17,Blueberry,35,0.0225
17,Blueberry,36,0.025
17,Blueberry,37,0
17,Blueberry,38,0
17,Blueberry,39,0
17,Blueberry,40,0.075
17,Blueberry,41,0.0275
17,Blueberry,42,0.0375
17,Blueberry,43,0
17,Blueberry,44,0
17,Blueberry,45,0
17,Blueberry,46,0
17,Blueberry,47,0
17,Blueberry,48,0
17,Blueberry,49,0
17,Blueberry,50,0.0075
17,Blueberry,51,0.135
17,Blueberry,52,0
17,Blueberry,53,0
17,Blueberry,54,0
17,Blueberry,55,0
17,Blueberry,56,0.0625
17,Blueberry,57,0.02
17,Blueberry,58,0
17,Avocado,1,0
17,Avocado,2,0
17,Avocado,3,0
17,Avocado,4,0
17,Avocado,5,0
17,Avocado,6,0
17,Avocado,7,0
17,Avocado,8,0.08
17,Avocado,9,0
17,Avocado,10,0
17,Avocado,11,0
17,Avocado,12,0
17,Avocado,13,0
17,Avocado,14,0
17,Avocado,15,0
17,Avocado,16,0
17,Avocado,17,0
17,Avocado,18,0
17,Avocado,19,0.01
17,Avocado,20,0
17,Avocado,21,0.0875
17,Avocado,22,0.5225
17,Avocado,23,0
17,Avocado,24,0.0425
17,Avocado,25,0
17,Avocado,26,0
17,Avocado,27,0
17,Avocado,28,0.0575
17,Avocado,29,0.015
17,Avocado,30,0
17,Avocado,31,0
17,Avocado,32,0.025
17,Avocado,33,0.67
17,Avocado,34,0.8425
17,Avocado,35,0.6625
17,Avocado,36,0.63
17,Avocado,37,0.0025
17,Avocado,38,0.5475
17,Avocado,39,0
17,Avocado,40,0
17,Avocado,41,0
17,Avocado,42,0
17,Avocado,43,0
17,Avocado,44,0
17,Avocado,45,0.7925
17,Avocado,46,0.7275
17,Avocado,47,0.7625
17,Avocado,48,0.81
17,Avocado,49,0
17,Avocado,50,0.66
17,Avocado,51,0.05
17,Avocado,52,0.0225
17,Avocado,53,0
17,Avocado,54,0
17,Avocado,55,0
17,Avocado,56,0.5975
17,Avocado,57,0.21
17,Avocado,58,0
17,Orange,1,0
17,Orange,2,0
17,Orange,3,0.005
17,Orange,4,0
17,Orange,5,0
17,Orange,6,0
17,Orange,7,0
17,Orange,8,0
17,Orange,9,0
17,Orange,10,0
17,Orange,11,0
17,Orange,12,0
17,Orange,13,0
17,Orange,14,0
17,Orange,15,0
17,Orange,16,0
17,Orange,17,0
17,Orange,18,0
17,Orange,19,0
17,Orange,20,0
17,Orange,21,0
17,Orange,22,0
17,Orange,23,0
17,Orange,24,0.05
17,Orange,25,0
17,Orange,26,0
17,Orange,27,0
17,Orange,28,0
17,Orange,29,0.04
17,Orange,30,0
17,Orange,31,0.0125
17,Orange,32,0
17,Orange,33,0.215
17,Orange,34,0.0025
17,Orange,35,0
17,Orange,36,0.2775
17,Orange,37,0
17,Orange,38,0
17,Orange,39,0.34
17,Orange,40,0.7175
17,Orange,41,0.63
17,Orange,42,0.5175
17,Orange,43,0.49
17,Orange,44,0.335
17,Orange,45,0.175
17,Orange,46,0
17,Orange,47,0.215
17,Orange,48,0.01
17,Orange,49,0
17,Orange,50,0
17,Orange,51,0.8425
17,Orange,52,0
17,Orange,53,0.9325
17,Orange,54,0.42
17,Orange,55,0.605
17,Orange,56,0.3
17,Orange,57,0.6625
17,Orange,58,0.9875
17,Lime,1,0
17,Lime,2,0.0025
17,Lime,3,0
17,Lime,4,0
17,Lime,5,0
17,Lime,6,0
17,Lime,7,0
17,Lime,8,0
17,Lime,9,0
17,Lime,10,0.0225
17,Lime,11,0
17,Lime,12,0
17,Lime,13,0
17,Lime,14,0
17,Lime,15,0
17,Lime,16,0
17,Lime,17,0
17,Lime,18,0
17,Lime,19,0
17,Lime,20,0
17,Lime,21,0.46
17,Lime,22,0
17,Lime,23,0.0425
17,Lime,24,0.095
17,Lime,25,0
17,Lime,26,0
17,Lime,27,0.0325
17,Lime,28,0
17,Lime,29,0
17,Lime,30,0
17,Lime,31,0
17,Lime,32,0
17,Lime,33,0.95
17,Lime,34,0.82
17,Lime,35,0.5275
17,Lime,36,0.005
17,Lime,37,0
17,Lime,38,0.625
17,Lime,39,0.5525
17,Lime,40,0.27
17,Lime,41,0.2525
17,Lime,42,0
17,Lime,43,0.27
17,Lime,44,0
17,Lime,45,0.655
17,Lime,46,0.6525
17,Lime,47,0.8375
17,Lime,48,0.76
17,Lime,49,0.18
17,Lime,50,0
17,Lime,51,0.275
17,Lime,52,0.55
17,Lime,53,0.18
17,Lime,54,0
17,Lime,55,0.5725
17,Lime,56,0.575
17,Lime,57,0.5375
17,Lime,58,0.6025
17,Lemon,1,0
17,Lemon,2,0
17,Lemon,3,0
17,Lemon,4,0
17,Lemon,5,0
17,Lemon,6,0.0175
17,Lemon,7,0
17,Lemon,8,0
17,Lemon,9,0
17,Lemon,10,0
17,Lemon,11,0
17,Lemon,12,0
17,Lemon,13,0
17,Lemon,14,0
17,Lemon,15,0
17,Lemon,16,0
17,Lemon,17,0.5
17,Lemon,18,0
17,Lemon,19,0.4525
17,Lemon,20,0
17,Lemon,21,0
17,Lemon,22,0
17,Lemon,23,0
17,Lemon,24,0
17,Lemon,25,0
17,Lemon,26,0
17,Lemon,27,0
17,Lemon,28,0
17,Lemon,29,0
17,Lemon,30,0
17,Lemon,31,0
17,Lemon,32,0
17,Lemon,33,0
17,Lemon,34,0.535
17,Lemon,35,0
17,Lemon,36,0
17,Lemon,37,0
17,Lemon,38,0.7325
17,Lemon,39,0.525
17,Lemon,40,0.6275
17,Lemon,41,0.545
17,Lemon,42,0
17,Lemon,43,0
17,Lemon,44,0
17,Lemon,45,0.595
17,Lemon,46,0.5875
17,Lemon,47,0.59
17,Lemon,48,0
17,Lemon,49,0.755
17,Lemon,50,0.675
17,Lemon,51,0.7675
17,Lemon,52,0.7225
17,Lemon,53,0.54
17,Lemon,54,0
17,Lemon,55,0.675
17,Lemon,56,0
17,Lemon,57,0.82
17,Lemon,58,0.805
18,Mango,1,0.3375
18,Mango,2,0.1475
18,Mango,3,0.37
18,Mango,4,0.31
18,Mango,5,0.43
18,Mango,6,0.265
18,Mango,7,0.195
18,Mango,8,0.415
18,Mango,9,0.155
18,Mango,10,0.3875
18,Mango,11,0.25
18,Mango,12,0.1075
18,Mango,13,0.105
18,Mango,14,0.0225
18,Mango,15,0.35
18,Mango,16,0.465
18,Mango,17,0.1275
18,Mango,18,0.285
18,Mango,19,0.215
18,Mango,20,0.3525
18,Mango,21,0.235
18,Mango,22,0.14
18,Mango,23,0
18,Mango,24,0.035
18,Mango,25,0.1225
18,Mango,26,0
18,Mango,27,0
18,Mango,28,0.145
18,Mango,29,0.4525
18,Mango,30,0.43
18,Mango,31,0.385
18,Mango,32,0.39
18,Mango,33,0.2425
18,Mango,34,0.28
18,Mango,35,0.3225
18,Mango,36,0.43
18,Mango,37,0.105
18,Mango,38,0.2075
18,Mango,39,0.5325
18,Mango,40,0.8
18,Mango,41,0.5875
18,Mango,42,0.635
18,Mango,43,0.8025
18,Mango,44,0.5675
18,Mango,45,0.4875
18,Mango,46,0.4825
18,Mango,47,0.2825
18,Mango,48,0.355
18,Mango,49,0.61
18,Mango,50,0.7375
18,Mango,51,0.9025
18,Mango,52,0.56
18,Mango,53,0.68
18,Mango,54,0.655
18,Mango,55,0.4825
18,Mango,56,0.4275
18,Mango,57,0.74
18,Mango,58,0.68
18,Watermelon,1,0.325
18,Watermelon,2,0.2475
18,Watermelon,3,0.4675
18,Watermelon,4,0.425
18,Watermelon,5,0.33
18,Watermelon,6,0.38
18,Watermelon,7,0.7525
18,Watermelon,8,0.5325
18,Watermelon,9,0.6775
18,Watermelon,10,0.7025
18,Watermelon,11,0.35
18,Watermelon,12,0.2625
18,Watermelon,13,0.1775
18,Watermelon,14,0.34
18,Watermelon,15,0.645
18,Watermelon,16,0.3575
18,Watermelon,17,0.3825
18,Watermelon,18,0.305
18,Watermelon,19,0.3725
18,Watermelon,20,0.2825
18,Watermelon,21,0.305
18,Watermelon,22,0.35
18,Watermelon,23,0.3675
18,Watermelon,24,0.1775
18,Watermelon,25,0.33
18,Watermelon,26,0.355
18,Watermelon,27,0.2075
18,Watermelon,28,0.69
18,Watermelon,29,0.6825
18,Watermelon,30,0.6
18,Watermelon,31,0.76
18,Watermelon,32,0.7575
18,Watermelon,33,0.845
18,Watermelon,34,0.775
18,Watermelon,35,0.325
18,Watermelon,36,0.2625
18,Watermelon,37,0.2425
18,Watermelon,38,0.295
18,Watermelon,39,0.2775
18,Watermelon,40,0.3125
18,Watermelon,41,0.3725
18,Watermelon,42,0.3275
18,Watermelon,43,0.65
18,Watermelon,44,0.6225
18,Watermelon,45,0.2975
18,Watermelon,46,0.4175
18,Watermelon,47,0.785
18,Watermelon,48,0.6575
18,Watermelon,49,0.415
18,Watermelon,50,0.39
18,Watermelon,51,0.41
18,Watermelon,52,0.32
18,Watermelon,53,0.31
18,Watermelon,54,0.7825
18,Watermelon,55,0.2925
18,Watermelon,56,0.6425
18,Watermelon,57,0.5
18,Watermelon,58,0.32
18,Honeydew,1,0.2275
18,Honeydew,2,0.26
18,Honeydew,3,0.1825
18,Honeydew,4,0.2075
18,Honeydew,5,0.195
18,Honeydew,6,0.31
18,Honeydew,7,0.185
18,Honeydew,8,0.5975
18,Honeydew,9,0.675
18,Honeydew,10,0.655
18,Honeydew,11,0.2475
18,Honeydew,12,0.1675
18,Honeydew,13,0.2725
18,Honeydew,14,0.375
18,Honeydew,15,0.495
18,Honeydew,16,0.6725
18,Honeydew,17,0.3275
18,Honeydew,18,0.2175
18,Honeydew,19,0.17
18,Honeydew,20,0.3025
18,Honeydew,21,0.3925
18,Honeydew,22,0.4125
18,Honeydew,23,0
18,Honeydew,24,0.02
18,Honeydew,25,0.33
18,Honeydew,26,0
18,Honeydew,27,0.23
18,Honeydew,28,0.1825
18,Honeydew,29,0.845
18,Honeydew,30,0.6275
18,Honeydew,31,0.8325
18,Honeydew,32,0.53
18,Honeydew,33,0.3175
18,Honeydew,34,0.3025
18,Honeydew,35,0.72
18,Honeydew,36,0.585
18,Honeydew,37,0.22
18,Honeydew,38,0.4025
18,Honeydew,39,0.64
18,Honeydew,40,0.11
18,Honeydew,41,0.81
18,Honeydew,42,0.82
18,Honeydew,43,0.635
18,Honeydew,44,0.3025
18,Honeydew,45,0.6975
18,Honeydew,46,0.645
18,Honeydew,47,0.6625
18,Honeydew,48,0.33
18,Honeydew,49,0.185
18,Honeydew,50,0.5675
18,Honeydew,51,0.7425
18,Honeydew,52,0.83
18,Honeydew,53,0.7125
18,Honeydew,54,0.3825
18,Honeydew,55,0.3375
18,Honeydew,56,0.3825
18,Honeydew,57,0.625
18,Honeydew,58,0.6375
18,Cantaloupe,1,0.21
18,Cantaloupe,2,0.3025
18,Cantaloupe,3,0.3125
18,Cantaloupe,4,0.37
18,Cantaloupe,5,0.2975
18,Cantaloupe,6,0.515
18,Cantaloupe,7,0.58
18,Cantaloupe,8,0.3975
18,Cantaloupe,9,0.5
18,Cantaloupe,10,0.075
18,Cantaloupe,11,0.26
18,Cantaloupe,12,0.29
18,Cantaloupe,13,0.3675
18,Cantaloupe,14,0.19
18,Cantaloupe,15,0.42
18,Cantaloupe,16,0.3125
18,Cantaloupe,17,0.3925
18,Cantaloupe,18,0.3075
18,Cantaloupe,19,0.3275
18,Cantaloupe,20,0.2675
18,Cantaloupe,21,0.63
18,Cantaloupe,22,0.44
18,Cantaloupe,23,0.225
18,Cantaloupe,24,0
18,Cantaloupe,25,0
18,Cantaloupe,26,0.5425
18,Cantaloupe,27,0.2
18,Cantaloupe,28,0.375
18,Cantaloupe,29,0.4625
18,Cantaloupe,30,0.56
18,Cantaloupe,31,0.5775
18,Cantaloupe,32,0.32
18,Cantaloupe,33,0.05
18,Cantaloupe,34,0.2375
18,Cantaloupe,35,0.665
18,Cantaloupe,36,0.27
18,Cantaloupe,37,0.445
18,Cantaloupe,38,0.4325
18,Cantaloupe,39,0.6825
18,Cantaloupe,40,0.52
18,Cantaloupe,41,0.725
18,Cantaloupe,42,0.7475
18,Cantaloupe,43,0.665
18,Cantaloupe,44,0.3275
18,Cantaloupe,45,0.6025
18,Cantaloupe,46,0.3325
18,Cantaloupe,47,0.35
18,Cantaloupe,48,0.3375
18,Cantaloupe,49,0.6225
18,Cantaloupe,50,0.5625
18,Cantaloupe,51,0.6425
18,Cantaloupe,52,0.815
18,Cantaloupe,53,0.67
18,Cantaloupe,54,0.3025
18,Cantaloupe,55,0.4525
18,Cantaloupe,56,0.545
18,Cantaloupe,57,0.6925
18,Cantaloupe,58,0.7625
18,Grapefruit,1,0.2975
18,Grapefruit,2,0.2875
18,Grapefruit,3,0.3425
18,Grapefruit,4,0.3
18,Grapefruit,5,0.36
18,Grapefruit,6,0.42
18,Grapefruit,7,0.49
18,Grapefruit,8,0.4325
18,Grapefruit,9,0.5725
18,Grapefruit,10,0.5575
18,Grapefruit,11,0.185
18,Grapefruit,12,0.3575
18,Grapefruit,13,0.365
18,Grapefruit,14,0.3
18,Grapefruit,15,0.5475
18,Grapefruit,16,0.5075
18,Grapefruit,17,0.2975
18,Grapefruit,18,0.2125
18,Grapefruit,19,0.2425
18,Grapefruit,20,0.5675
18,Grapefruit,21,0.315
18,Grapefruit,22,0.335
18,Grapefruit,23,0
18,Grapefruit,24,0.15
18,Grapefruit,25,0.1575
18,Grapefruit,26,0.26
18,Grapefruit,27,0.285
18,Grapefruit,28,0.5
18,Grapefruit,29,0.57
18,Grapefruit,30,0.7775
18,Grapefruit,31,0.715
18,Grapefruit,32,0.505
18,Grapefruit,33,0.3425
18,Grapefruit,34,0.5075
18,Grapefruit,35,0.505
18,Grapefruit,36,0.3675
18,Grapefruit,37,0.1925
18,Grapefruit,38,0.245
18,Grapefruit,39,0.5675
18,Grapefruit,40,0.345
18,Grapefruit,41,0.55
18,Grapefruit,42,0.6625
18,Grapefruit,43,0.67
18,Grapefruit,44,0.6475
18,Grapefruit,45,0.38
18,Grapefruit,46,0.535
18,Grapefruit,47,0.2675
18,Grapefruit,48,0.3075
18,Grapefruit,49,0.22
18,Grapefruit,50,0.315
18,Grapefruit,51,0.55
18,Grapefruit,52,0.605
18,Grapefruit,53,0.3675
18,Grapefruit,54,0.565
18,Grapefruit,55,0.395
18,Grapefruit,56,0.37
18,Grapefruit,57,0.5125
18,Grapefruit,58,0.5475
18,Strawberry,1,0.295
18,Strawberry,2,0.1125
18,Strawberry,3,0.245
18,Strawberry,4,0.2825
18,Strawberry,5,0.4
18,Strawberry,6,0.22
18,Strawberry,7,0.5925
18,Strawberry,8,0.7525
18,Strawberry,9,0.6
18,Strawberry,10,0.7725
18,Strawberry,11,0.09
18,Strawberry,12,0.365
18,Strawberry,13,0.2825
18,Strawberry,14,0.2825
18,Strawberry,15,0.3925
18,Strawberry,16,0.6
18,Strawberry,17,0.18
18,Strawberry,18,0.1925
18,Strawberry,19,0.33
18,Strawberry,20,0.3
18,Strawberry,21,0.3175
18,Strawberry,22,0.3075
18,Strawberry,23,0
18,Strawberry,24,0.1925
18,Strawberry,25,0.25
18,Strawberry,26,0.32
18,Strawberry,27,0
18,Strawberry,28,0.645
18,Strawberry,29,0.2675
18,Strawberry,30,0.7075
18,Strawberry,31,0.735
18,Strawberry,32,0.73
18,Strawberry,33,0.0075
18,Strawberry,34,0.16
18,Strawberry,35,0.3575
18,Strawberry,36,0.2775
18,Strawberry,37,0.3175
18,Strawberry,38,0.1325
18,Strawberry,39,0.225
18,Strawberry,40,0.305
18,Strawberry,41,0.5175
18,Strawberry,42,0.55
18,Strawberry,43,0.6525
18,Strawberry,44,0.7225
18,Strawberry,45,0.2275
18,Strawberry,46,0.3325
18,Strawberry,47,0.2725
18,Strawberry,48,0.31
18,Strawberry,49,0.2125
18,Strawberry,50,0.35
18,Strawberry,51,0.22
18,Strawberry,52,0.35
18,Strawberry,53,0.525
18,Strawberry,54,0.635
18,Strawberry,55,0.255
18,Strawberry,56,0.285
18,Strawberry,57,0.1625
18,Strawberry,58,0.5675
18,Raspberry,1,0.335
18,Raspberry,2,0.27
18,Raspberry,3,0.3075
18,Raspberry,4,0.1725
18,Raspberry,5,0.28
18,Raspberry,6,0.675
18,Raspberry,7,0.5625
18,Raspberry,8,0.74
18,Raspberry,9,0.57
18,Raspberry,10,0.6225
18,Raspberry,11,0.2475
18,Raspberry,12,0.345
18,Raspberry,13,0.5625
18,Raspberry,14,0.3275
18,Raspberry,15,0.3675
18,Raspberry,16,0.705
18,Raspberry,17,0.38
18,Raspberry,18,0.665
18,Raspberry,19,0.5725
18,Raspberry,20,0.575
18,Raspberry,21,0.3625
18,Raspberry,22,0.43
18,Raspberry,23,0
18,Raspberry,24,0.14
18,Raspberry,25,0.02
18,Raspberry,26,0
18,Raspberry,27,0.0075
18,Raspberry,28,0.615
18,Raspberry,29,0.71
18,Raspberry,30,0.5025
18,Raspberry,31,0.7275
18,Raspberry,32,0.6175
18,Raspberry,33,0.2225
18,Raspberry,34,0.2175
18,Raspberry,35,0.3
18,Raspberry,36,0.285
18,Raspberry,37,0
18,Raspberry,38,0.3125
18,Raspberry,39,0.355
18,Raspberry,40,0.3475
18,Raspberry,41,0.38
18,Raspberry,42,0.3075
18,Raspberry,43,0.58
18,Raspberry,44,0.5475
18,Raspberry,45,0.455
18,Raspberry,46,0.3925
18,Raspberry,47,0.2325
18,Raspberry,48,0.1425
18,Raspberry,49,0.295
18,Raspberry,50,0.3075
18,Raspberry,51,0.43
18,Raspberry,52,0.485
18,Raspberry,53,0.4675
18,Raspberry,54,0.7025
18,Raspberry,55,0.3775
18,Raspberry,56,0.4
18,Raspberry,57,0.065
18,Raspberry,58,0.185
18,Blueberry,1,0.6425
18,Blueberry,2,0.7175
18,Blueberry,3,0.58
18,Blueberry,4,0.575
18,Blueberry,5,0.675
18,Blueberry,6,0.245
18,Blueberry,7,0.165
18,Blueberry,8,0.1725
18,Blueberry,9,0.195
18,Blueberry,10,0.3525
18,Blueberry,11,0.6675
18,Blueberry,12,0.595
18,Blueberry,13,0.82
18,Blueberry,14,0.545
18,Blueberry,15,0.5625
18,Blueberry,16,0.5925
18,Blueberry,17,0.7075
18,Blueberry,18,0.685
18,Blueberry,19,0.7275
18,Blueberry,20,0.2925
18,Blueberry,21,0.585
18,Blueberry,22,0.57
18,Blueberry,23,0
18,Blueberry,24,0.2
18,Blueberry,25,0.34
18,Blueberry,26,0.325
18,Blueberry,27,0.335
18,Blueberry,28,0.16
18,Blueberry,29,0.26
18,Blueberry,30,0.39
18,Blueberry,31,0.2775
18,Blueberry,32,0.285
18,Blueberry,33,0.1575
18,Blueberry,34,0.26
18,Blueberry,35,0.4475
18,Blueberry,36,0.2175
18,Blueberry,37,0.2325
18,Blueberry,38,0.3375
18,Blueberry,39,0.3225
18,Blueberry,40,0.2875
18,Blueberry,41,0.355
18,Blueberry,42,0.285
18,Blueberry,43,0.3325
18,Blueberry,44,0.325
18,Blueberry,45,0.1875
18,Blueberry,46,0.22
18,Blueberry,47,0.3925
18,Blueberry,48,0.305
18,Blueberry,49,0.13
18,Blueberry,50,0.4075
18,Blueberry,51,0.2925
18,Blueberry,52,0.3225
18,Blueberry,53,0.26
18,Blueberry,54,0.2525
18,Blueberry,55,0.3425
18,Blueberry,56,0.295
18,Blueberry,57,0.1875
18,Blueberry,58,0.31
18,Avocado,1,0.34
18,Avocado,2,0.38
18,Avocado,3,0.3625
18,Avocado,4,0.265
18,Avocado,5,0.3225
18,Avocado,6,0.24
18,Avocado,7,0.29
18,Avocado,8,0.2875
18,Avocado,9,0.305
18,Avocado,10,0.2175
18,Avocado,11,0.195
18,Avocado,12,0.19
18,Avocado,13,0.2775
18,Avocado,14,0.31
18,Avocado,15,0.265
18,Avocado,16,0.2725
18,Avocado,17,0.25
18,Avocado,18,0.245
18,Avocado,19,0.2175
18,Avocado,20,0.3175
18,Avocado,21,0.6375
18,Avocado,22,0.3575
18,Avocado,23,0.0425
18,Avocado,24,0.58
18,Avocado,25,0.2175
18,Avocado,26,0.2475
18,Avocado,27,0.2275
18,Avocado,28,0.38
18,Avocado,29,0.255
18,Avocado,30,0.2675
18,Avocado,31,0.3125
18,Avocado,32,0.23
18,Avocado,33,0.7425
18,Avocado,34,0.6
18,Avocado,35,0.37
18,Avocado,36,0.7325
18,Avocado,37,0.365
18,Avocado,38,0.5625
18,Avocado,39,0.2525
18,Avocado,40,0.2825
18,Avocado,41,0.33
18,Avocado,42,0.245
18,Avocado,43,0.4025
18,Avocado,44,0.335
18,Avocado,45,0.7175
18,Avocado,46,0.5475
18,Avocado,47,0.76
18,Avocado,48,0.635
18,Avocado,49,0.5675
18,Avocado,50,0.315
18,Avocado,51,0.2775
18,Avocado,52,0.365
18,Avocado,53,0.2225
18,Avocado,54,0.2075
18,Avocado,55,0.545
18,Avocado,56,0.5775
18,Avocado,57,0.2675
18,Avocado,58,0.405
18,Orange,1,0.3825
18,Orange,2,0.125
18,Orange,3,0.235
18,Orange,4,0.4025
18,Orange,5,0.2575
18,Orange,6,0.4375
18,Orange,7,0.275
18,Orange,8,0.3525
18,Orange,9,0.2
18,Orange,10,0.5525
18,Orange,11,0.375
18,Orange,12,0.175
18,Orange,13,0.185
18,Orange,14,0.2025
18,Orange,15,0.305
18,Orange,16,0.225
18,Orange,17,0.06
18,Orange,18,0.2275
18,Orange,19,0.24
18,Orange,20,0.2575
18,Orange,21,0.105
18,Orange,22,0.2825
18,Orange,23,0
18,Orange,24,0
18,Orange,25,0
18,Orange,26,0.0875
18,Orange,27,0
18,Orange,28,0.1575
18,Orange,29,0.215
18,Orange,30,0.3425
18,Orange,31,0.3775
18,Orange,32,0.565
18,Orange,33,0.36
18,Orange,34,0.35
18,Orange,35,0.515
18,Orange,36,0.375
18,Orange,37,0.3125
18,Orange,38,0.22
18,Orange,39,0.5
18,Orange,40,0.7725
18,Orange,41,0.6275
18,Orange,42,0.6375
18,Orange,43,0.7525
18,Orange,44,0.6525
18,Orange,45,0.1225
18,Orange,46,0.2225
18,Orange,47,0.3025
18,Orange,48,0.34
18,Orange,49,0.3575
18,Orange,50,0.7
18,Orange,51,0.86
18,Orange,52,0.645
18,Orange,53,0.945
18,Orange,54,0.7125
18,Orange,55,0.2975
18,Orange,56,0.25
18,Orange,57,0.605
18,Orange,58,0.665
18,Lime,1,0.4375
18,Lime,2,0.3425
18,Lime,3,0.265
18,Lime,4,0.3375
18,Lime,5,0.125
18,Lime,6,0.25
18,Lime,7,0.235
18,Lime,8,0.1425
18,Lime,9,0.32
18,Lime,10,0.12
18,Lime,11,0.3125
18,Lime,12,0.1425
18,Lime,13,0.2125
18,Lime,14,0.1675
18,Lime,15,0.2775
18,Lime,16,0.15
18,Lime,17,0.1375
18,Lime,18,0.1675
18,Lime,19,0.2625
18,Lime,20,0.36
18,Lime,21,0.5475
18,Lime,22,0.595
18,Lime,23,0
18,Lime,24,0
18,Lime,25,0.075
18,Lime,26,0
18,Lime,27,0.1575
18,Lime,28,0.32
18,Lime,29,0.2
18,Lime,30,0.215
18,Lime,31,0.145
18,Lime,32,0.225
18,Lime,33,0.5825
18,Lime,34,0.595
18,Lime,35,0.7425
18,Lime,36,0.5675
18,Lime,37,0.3075
18,Lime,38,0.1725
18,Lime,39,0.19
18,Lime,40,0.0875
18,Lime,41,0.1775
18,Lime,42,0.29
18,Lime,43,0.24
18,Lime,44,0.205
18,Lime,45,0.6825
18,Lime,46,0.6075
18,Lime,47,0.695
18,Lime,48,0.7875
18,Lime,49,0.2625
18,Lime,50,0.2275
18,Lime,51,0.345
18,Lime,52,0.1825
18,Lime,53,0.265
18,Lime,54,0.01
18,Lime,55,0.6325
18,Lime,56,0.845
18,Lime,57,0.295
18,Lime,58,0.1475
18,Lemon,1,0.3375
18,Lemon,2,0.225
18,Lemon,3,0.3275
18,Lemon,4,0.32
18,Lemon,5,0.2
18,Lemon,6,0.3075
18,Lemon,7,0.295
18,Lemon,8,0.3125
18,Lemon,9,0.225
18,Lemon,10,0.2975
18,Lemon,11,0.24
18,Lemon,12,0.1025
18,Lemon,13,0.22
18,Lemon,14,0.2025
18,Lemon,15,0.11
18,Lemon,16,0.29
18,Lemon,17,0.2525
18,Lemon,18,0.1625
18,Lemon,19,0.2275
18,Lemon,20,0.1225
18,Lemon,21,0.1075
18,Lemon,22,0.3725
18,Lemon,23,0.005
18,Lemon,24,0.0675
18,Lemon,25,0.2425
18,Lemon,26,0
18,Lemon,27,0.1825
18,Lemon,28,0.1825
18,Lemon,29,0.2875
18,Lemon,30,0.3175
18,Lemon,31,0.21
18,Lemon,32,0.2325
18,Lemon,33,0.21
18,Lemon,34,0.2375
18,Lemon,35,0.38
18,Lemon,36,0.39
18,Lemon,37,0.16
18,Lemon,38,0.3675
18,Lemon,39,0.4325
18,Lemon,40,0
18,Lemon,41,0.4
18,Lemon,42,0.4825
18,Lemon,43,0.3125
18,Lemon,44,0.255
18,Lemon,45,0.345
18,Lemon,46,0.4125
18,Lemon,47,0.2425
18,Lemon,48,0.175
18,Lemon,49,0.355
18,Lemon,50,0.92
18,Lemon,51,0.3325
18,Lemon,52,0.735
18,Lemon,53,0.445
18,Lemon,54,0.265
18,Lemon,55,0.5475
18,Lemon,56,0.3025
18,Lemon,57,0.785
18,Lemon,58,0.655
19,Mango,1,0
19,Mango,2,0
19,Mango,3,0
19,Mango,4,0
19,Mango,5,0
19,Mango,6,0
19,Mango,7,0
19,Mango,8,0
19,Mango,9,0
19,Mango,10,0
19,Mango,11,0
19,Mango,12,0
19,Mango,13,0
19,Mango,14,0
19,Mango,15,0
19,Mango,16,0
19,Mango,17,0
19,Mango,18,0
19,Mango,19,0
19,Mango,20,0
19,Mango,21,0
19,Mango,22,0
19,Mango,23,0
19,Mango,24,0
19,Mango,25,0
19,Mango,26,0
19,Mango,27,0
19,Mango,28,0
19,Mango,29,0
19,Mango,30,0
19,Mango,31,0
19,Mango,32,0
19,Mango,33,0
