75,-23.657,-26.274
25,1.3084,-24.966
50,1.3084,-24.966
75,1.3084,-24.966
25,26.274,-23.657
50,26.274,-23.657
75,26.274,-23.657
25,51.24,-22.349
50,51.24,-22.349
50,76.206,-21.041
50,2.6168,-49.931
25,27.583,-48.623
50,27.583,-48.623
25,52.548,-47.315
50,52.548,-47.315
50,77.514,-46.006
50,28.891,-73.589
25,53.857,-72.28
50,53.857,-72.28
50,78.822,-70.972
50,-24.966,-1.3084
75,-24.966,-1.3084
0,0,0
25,0,0
50,0,0
75,0,0
100,0,0
25,24.966,1.3084
50,24.966,1.3084
75,24.966,1.3084
50,49.931,2.6168
50,74.897,3.9252
25,-26.274,23.657
50,-26.274,23.657
75,-26.274,23.657
75,-51.24,22.349
25,-1.3084,24.966
50,-1.3084,24.966
75,-1.3084,24.966
25,23.657,26.274
50,23.657,26.274
75,23.657,26.274
50,48.623,27.583
50,73.589,28.891
50,-27.583,48.623
75,-27.583,48.623
50,-52.548,47.315
75,-52.548,47.315
50,-2.6168,49.931
75,-2.6168,49.931
50,22.349,51.24
75,22.349,51.24
50,47.315,52.548
50,72.28,53.857
75,-28.891,73.589
75,-53.857,72.28
75,-3.9252,74.897
75,21.041,76.206
